san200_0.7_2.clq;1,190
MANN_a27.clq;56,791
0,613
keller4.clq;97,558
brock200_2.clq;210,192
p_hat300-1.clq;228,110
C125.9.clq;356,679
304,483
brock200_3.clq;534,753
gen200_p0.9_44.clq;555,403
brock200_4.clq;928,557
p_hat300-2.clq;1416,194
MANN_a45.clq;1424,831
sanr200_0.7.clq;1692,133
san200_0.9_3.clq;2626,989
